Player	選手	Team	Date	Game	Pitch	Pitches	Velocity	ResultType	Result
Mitsumata, Taiki	三ツ俣 大樹	CHU	2022-05-06	71831	slider	3	NA	hit	double
Kinoshita, Takuya	木下 拓哉	CHU	2022-05-06	71831	two-seam	6	142	hit	single
Mizowaki, Hayato	溝脇 隼人	CHU	2022-05-06	71831	straight	1	138	hit	single
Ishikawa, Takaya	石川 昂弥	CHU	2022-05-06	71831	two-seam	2	143	hit	single
Miyamoto, Shumei	宮本 秀明	YOK	2022-05-06	71832	shoot	3	137	hit	triple
Ohta, Taishi	大田 泰示	YOK	2022-05-06	71832	cutter	7	136	hit	home-run
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-06	71832	straight	3	146	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-06	71832	slider	2	124	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-06	71832	fork	3	134	hit	home-run
Tobashira, Yasutaka	戸柱 恭孝	YOK	2022-05-06	71832	shoot	4	141	hit	single
Tobashira, Yasutaka	戸柱 恭孝	YOK	2022-05-06	71832	straight	6	151	hit	single
Kuramoto, Toshihiko	倉本 寿彦	YOK	2022-05-06	71832	straight	8	147	hit	single
Shibata, Tatsuhiro	柴田 竜拓	YOK	2022-05-06	71832	straight	2	152	hit	single
Kamizato, Kazuki	神里 和毅	YOK	2022-05-06	71832	change-up	4	126	hit	triple
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-06	71832	cutter	3	131	hit	double
Dobayashi, Shota	堂林 翔太	HIR	2022-05-06	71832	straight	1	146	hit	double
Uemoto, Takashi	上本 崇司	HIR	2022-05-06	71832	straight	6	149	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-06	71832	cutter	5	141	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-06	71832	curve	6	121	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-06	71832	straight	7	151	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-06	71832	change-up	4	132	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-06	71832	straight	4	147	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-06	71832	slider	6	127	hit	single
Nakamura, Kento	中村 健人	HIR	2022-05-06	71832	straight	4	147	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-06	71832	curve	1	117	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-07	71833	straight	3	146	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-07	71833	split-finger	3	135	hit	home-run
Yamada, Tetsuto	山田 哲人	YAK	2022-05-07	71833	straight	3	145	hit	double
Murakami, Munetaka	村上 宗隆	YAK	2022-05-07	71833	split-finger	3	136	hit	home-run
Nakamura, Yuhei	中村 悠平	YAK	2022-05-07	71833	straight	4	143	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-07	71833	straight	6	148	hit	single
Hirooka, Taishi	廣岡 大志	YOM	2022-05-07	71833	straight	6	149	hit	double
Walker, Adam	ウォーカー アダム	YOM	2022-05-07	71833	change-up	1	129	hit	double
Okamoto, Kazuma	岡本 和真	YOM	2022-05-07	71833	cutter	2	140	hit	single
Nakajima, Hiroyuki	中島 宏之	YOM	2022-05-07	71833	straight	6	146	hit	double
Ohshiro, Takumi	大城 卓三	YOM	2022-05-07	71833	straight	4	149	hit	single
Ohshiro, Takumi	大城 卓三	YOM	2022-05-07	71833	straight	1	148	hit	double
Masuda, Riku	増田 陸	YOM	2022-05-07	71833	straight	8	148	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-07	71834	straight	4	151	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-07	71834	straight	5	138	hit	double
Sato, Teruaki	佐藤 輝明	HAN	2022-05-07	71834	straight	4	136	hit	triple
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-07	71834	cutter	5	127	hit	single
Onodera, Dan	小野寺 暖	HAN	2022-05-07	71834	two-seam	1	134	hit	single
Mitsumata, Taiki	三ツ俣 大樹	CHU	2022-05-07	71834	change-up	7	NA	hit	single
Ishikawa, Takaya	石川 昂弥	CHU	2022-05-07	71834	slider	2	136	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-07	71834	straight	3	143	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-07	71834	curve	2	121	hit	double
Abe, Toshiki	阿部 寿樹	CHU	2022-05-07	71834	change-up	3	133	hit	single
Kinoshita, Takuya	木下 拓哉	CHU	2022-05-07	71834	slider	2	131	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-07	71835	cutter	6	138	hit	single
Maeda, Yamato	前田 大和	YOK	2022-05-07	71835	straight	2	149	hit	double
Maeda, Yamato	前田 大和	YOK	2022-05-07	71835	curve	3	114	hit	single
Kamichatani, Taiga	上茶谷 大河	YOK	2022-05-07	71835	straight	3	151	hit	single
Sekine, Taiki	関根 大気	YOK	2022-05-07	71835	straight	4	147	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-07	71835	slider	3	139	hit	home-run
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-07	71835	cutter	8	136	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-07	71835	two-seam	3	155	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-07	71835	straight	1	143	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-07	71835	straight	2	144	hit	single
Nakamura, Kento	中村 健人	HIR	2022-05-07	71835	shoot	4	141	hit	single
Morishita, Masato	森下 暢仁	HIR	2022-05-07	71835	straight	1	142	hit	double
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-08	71836	straight	6	154	hit	single
Aoki, Norichika	青木 宣親	YAK	2022-05-08	71836	straight	6	142	hit	single
Aoki, Norichika	青木 宣親	YAK	2022-05-08	71836	straight	6	142	hit	double
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-08	71836	straight	1	155	hit	double
Yamada, Tetsuto	山田 哲人	YAK	2022-05-08	71836	fork	4	143	hit	single
Osuna, José	オスナ ホセ	YAK	2022-05-08	71836	straight	2	142	hit	double
Hamada, Taiki	濱田 太貴	YAK	2022-05-08	71836	screw-ball	2	115	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-08	71836	straight	7	156	hit	double
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-08	71836	straight	8	141	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-08	71836	nuckle-curve	3	124	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-08	71836	straight	6	149	hit	home-run
Okamoto, Kazuma	岡本 和真	YOM	2022-05-08	71836	nuckle-curve	2	123	hit	single
Okamoto, Kazuma	岡本 和真	YOM	2022-05-08	71836	cutter	1	138	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-08	71836	slider	7	132	hit	single
Shimada, Kairi	島田 海吏	HAN	2022-05-08	71837	change-up	4	130	hit	triple
Sato, Teruaki	佐藤 輝明	HAN	2022-05-08	71837	change-up	8	131	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-08	71837	straight	1	152	hit	single
Rojas Jr., Mel	ロハス・ジュニア メル	HAN	2022-05-08	71837	change-up	2	129	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-08	71837	change-up	2	128	hit	single
Ohyama, Yusuke	大山 悠輔	HAN	2022-05-08	71837	slider	7	124	hit	home-run
Nishi, Junya	西 純矢	HAN	2022-05-08	71837	slider	4	122	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-08	71837	straight	1	151	hit	single
Ishikawa, Takaya	石川 昂弥	CHU	2022-05-08	71837	straight	4	148	hit	home-run
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-08	71837	two-seam	2	149	hit	single
Abe, Toshiki	阿部 寿樹	CHU	2022-05-08	71837	curve	3	119	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-08	71837	fork	3	142	hit	single
Ukai, Kosuke	鵜飼 航丞	CHU	2022-05-08	71837	fork	1	141	hit	home-run
Ukai, Kosuke	鵜飼 航丞	CHU	2022-05-08	71837	split-finger	4	140	hit	single
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-08	71838	straight	5	143	hit	single
Shibata, Tatsuhiro	柴田 竜拓	YOK	2022-05-08	71838	straight	6	142	hit	single
Shibata, Tatsuhiro	柴田 竜拓	YOK	2022-05-08	71838	straight	1	140	hit	double
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-08	71838	slider	1	123	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-08	71838	straight	4	141	hit	single
Ohta, Taishi	大田 泰示	YOK	2022-05-08	71838	straight	2	141	hit	single
Ebina, Tatsuo	蝦名 達夫	YOK	2022-05-08	71838	straight	2	143	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-08	71838	straight	4	143	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-08	71838	cutter	2	134	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-08	71838	slider	5	118	hit	single
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-08	71838	straight	5	142	hit	double
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-08	71838	cutter	4	133	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-08	71838	straight	1	143	hit	home-run
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-08	71838	straight	3	145	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-08	71838	shoot	3	141	hit	double
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-08	71838	straight	2	141	hit	home-run
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-08	71838	straight	5	141	hit	home-run
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-08	71838	cutter	5	136	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-08	71838	straight	2	147	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-08	71838	straight	2	142	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-08	71838	straight	3	151	hit	double
Uemoto, Takashi	上本 崇司	HIR	2022-05-08	71838	change-up	2	132	hit	single
Uemoto, Takashi	上本 崇司	HIR	2022-05-08	71838	cutter	2	135	hit	single
Uemoto, Takashi	上本 崇司	HIR	2022-05-08	71838	sinker	4	131	hit	single
Uemoto, Takashi	上本 崇司	HIR	2022-05-08	71838	straight	1	153	hit	single
Suekane, Shota	末包 昇大	HIR	2022-05-08	71838	straight	2	139	hit	home-run
Kozono, Kaito	小園 海斗	HIR	2022-05-08	71838	cutter	1	132	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-08	71838	straight	1	139	hit	home-run
Mitsumata, Taiki	三ツ俣 大樹	CHU	2022-05-10	71839	cutter	4	141	hit	double
Mitsumata, Taiki	三ツ俣 大樹	CHU	2022-05-10	71839	shoot	2	143	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-10	71839	fork	7	NA	hit	single
Abe, Toshiki	阿部 寿樹	CHU	2022-05-10	71839	slider	6	131	hit	single
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-10	71839	straight	2	142	hit	single
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-10	71839	straight	1	147	hit	home-run
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-10	71839	straight	2	142	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-10	71839	straight	2	152	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-10	71839	nuckle-curve	3	117	hit	single
Murakami, Munetaka	村上 宗隆	YAK	2022-05-10	71839	straight	3	143	hit	single
Hamada, Taiki	濱田 太貴	YAK	2022-05-10	71839	change-up	7	NA	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-10	71839	straight	1	141	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-10	71839	straight	7	146	hit	single
Miyamoto, Takeshi	宮本 丈	YAK	2022-05-10	71839	split-finger	2	144	hit	single
Nakata, Sho	中田 翔	YOM	2022-05-10	71840	two-seam	1	149	hit	single
Nakata, Sho	中田 翔	YOM	2022-05-10	71840	slider	3	136	hit	single
Ohshiro, Takumi	大城 卓三	YOM	2022-05-10	71840	change-up	1	138	hit	double
Nakayama, Raito	中山 礼都	YOM	2022-05-10	71840	two-seam	2	139	hit	single
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-10	71840	slider	2	120	hit	single
Sekine, Taiki	関根 大気	YOK	2022-05-10	71840	NA	0	NA	hit	single
Sekine, Taiki	関根 大気	YOK	2022-05-10	71840	cutter	7	133	hit	single
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-10	71840	slider	1	116	hit	single
Soto, Neftali	ソト ネフタリ	YOK	2022-05-10	71840	straight	2	143	hit	single
Shibata, Tatsuhiro	柴田 竜拓	YOK	2022-05-10	71840	shoot	3	144	hit	single
Shibata, Tatsuhiro	柴田 竜拓	YOK	2022-05-10	71840	cutter	4	133	hit	triple
Nakamura, Kento	中村 健人	HIR	2022-05-10	71841	shoot	6	143	hit	single
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-10	71841	change-up	7	137	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-10	71841	slider	8	131	hit	home-run
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-10	71841	straight	7	151	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-10	71841	shoot	6	146	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-10	71841	straight	2	148	hit	single
Aizawa, Tsubasa	會澤 翼	HIR	2022-05-10	71841	curve	2	119	hit	single
Aizawa, Tsubasa	會澤 翼	HIR	2022-05-10	71841	change-up	2	133	hit	single
Tokoda, Hiroki	床田 寛樹	HIR	2022-05-10	71841	change-up	4	135	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-10	71841	two-seam	2	140	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-10	71841	straight	6	150	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-10	71841	slider	4	138	hit	single
Sakamoto, Seishiro	坂本 誠志郎	HAN	2022-05-10	71841	palm	4	117	hit	single
Yohkawa, Naomasa	陽川 尚将	HAN	2022-05-10	71841	two-seam	2	138	hit	single
Watanabe, Masaru	渡辺 勝	CHU	2022-05-11	71842	straight	4	142	hit	single
Itoh, Kosuke	伊藤 康祐	CHU	2022-05-11	71842	slider	8	131	hit	single
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-11	71842	shoot	3	NA	hit	home-run
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-11	71842	cutter	2	134	hit	single
Abe, Toshiki	阿部 寿樹	CHU	2022-05-11	71842	straight	7	NA	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-11	71842	slider	5	130	hit	double
Mitsumata, Taiki	三ツ俣 大樹	CHU	2022-05-11	71842	shoot	7	140	hit	single
Ishibashi, Kota	石橋 康太	CHU	2022-05-11	71842	shoot	2	149	hit	double
Okano, Yuichiro	岡野 祐一郎	CHU	2022-05-11	71842	slider	3	128	hit	single
Gunji, Yuya	郡司 裕也	CHU	2022-05-11	71842	shoot	3	153	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-11	71842	straight	4	150	hit	triple
Dobayashi, Shota	堂林 翔太	HIR	2022-05-11	71843	straight	5	138	hit	double
Kikuchi, Ryosuke	菊池 涼介	HIR	2022-05-11	71843	nuckle-curve	3	117	hit	double
Nishikawa, Ryoma	西川 龍馬	HIR	2022-05-11	71843	straight	4	137	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-11	71843	fork	3	127	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-11	71843	two-seam	3	132	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-11	71843	straight	7	154	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-11	71843	fork	1	125	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-11	71843	slider	3	125	hit	triple
Kozono, Kaito	小園 海斗	HIR	2022-05-11	71843	fork	1	135	hit	single
Tanaka, Kosuke	田中 広輔	HIR	2022-05-11	71843	fork	2	126	hit	single
Tanaka, Kosuke	田中 広輔	HIR	2022-05-11	71843	slider	4	127	hit	double
Chikamoto, Koji	近本 光司	HAN	2022-05-11	71843	shoot	2	142	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-11	71843	shoot	2	143	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-11	71843	shoot	1	142	hit	single
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-11	71843	cutter	3	135	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-11	71843	straight	4	143	hit	single
Itoi, Yoshio	糸井 嘉男	HAN	2022-05-11	71843	change-up	2	128	hit	single
Itoi, Yoshio	糸井 嘉男	HAN	2022-05-11	71843	cutter	6	134	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-11	71843	straight	4	145	hit	single
Itoh, Kosuke	伊藤 康祐	CHU	2022-05-12	71844	straight	1	NA	hit	single
Itoh, Kosuke	伊藤 康祐	CHU	2022-05-12	71844	fork	2	131	hit	double
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-12	71844	straight	7	148	hit	single
Abe, Toshiki	阿部 寿樹	CHU	2022-05-12	71844	straight	5	146	hit	triple
Takahashi, Shuhei	高橋 周平	CHU	2022-05-12	71844	straight	4	NA	hit	single
Takahashi, Shuhei	高橋 周平	CHU	2022-05-12	71844	straight	3	147	hit	single
Neo, Akira	根尾 昂	CHU	2022-05-12	71844	fork	2	NA	hit	double
Ohno, Shota	大野 奨太	CHU	2022-05-12	71844	slider	3	129	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-12	71844	cutter	6	NA	hit	single
Shiomi, Yasutaka	塩見 泰隆	YAK	2022-05-12	71844	change-up	4	131	hit	double
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-12	71844	straight	5	140	hit	double
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-12	71844	split-finger	4	134	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-12	71844	cutter	3	135	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-12	71844	split-finger	6	136	hit	double
Araki, Takahiro	荒木 貴裕	YAK	2022-05-12	71844	slider	3	133	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-12	71845	straight	5	151	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-12	71845	split-finger	5	135	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-12	71845	split-finger	7	135	hit	home-run
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-12	71845	split-finger	1	136	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-12	71845	straight	2	156	hit	single
Okamoto, Kazuma	岡本 和真	YOM	2022-05-12	71845	split-finger	2	134	hit	home-run
Ohshiro, Takumi	大城 卓三	YOM	2022-05-12	71845	split-finger	7	136	hit	single
Ohshiro, Takumi	大城 卓三	YOM	2022-05-12	71845	straight	3	154	hit	single
Nakayama, Raito	中山 礼都	YOM	2022-05-12	71845	straight	2	140	hit	single
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-12	71845	slider	1	136	hit	double
Kusumoto, Taishi	楠本 泰史	YOK	2022-05-12	71845	cutter	1	137	hit	double
Maki, Shugo	牧 秀悟	YOK	2022-05-12	71845	two-seam	3	145	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-12	71845	two-seam	2	143	hit	double
Maki, Shugo	牧 秀悟	YOK	2022-05-12	71845	slider	6	131	hit	single
Soto, Neftali	ソト ネフタリ	YOK	2022-05-12	71845	two-seam	1	144	hit	double
Mizowaki, Hayato	溝脇 隼人	CHU	2022-05-13	71847	fork	3	133	hit	single
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-13	71847	slider	2	130	hit	single
Abe, Toshiki	阿部 寿樹	CHU	2022-05-13	71847	slider	6	129	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-13	71847	fork	2	132	hit	home-run
Ishibashi, Kota	石橋 康太	CHU	2022-05-13	71847	slider	7	134	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-13	71847	straight	2	141	hit	home-run
Walker, Adam	ウォーカー アダム	YOM	2022-05-13	71847	straight	5	149	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-13	71847	two-seam	1	138	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-13	71847	fork	5	137	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-13	71847	two-seam	1	135	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-13	71847	curve	3	124	hit	single
Nakata, Sho	中田 翔	YOM	2022-05-13	71847	two-seam	6	136	hit	single
Nakata, Sho	中田 翔	YOM	2022-05-13	71847	straight	1	148	hit	home-run
Nakayama, Raito	中山 礼都	YOM	2022-05-13	71847	straight	4	NA	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-14	71850	split-finger	6	132	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-14	71850	curve	6	122	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-14	71850	slider	6	131	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-14	71850	straight	4	152	hit	single
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-14	71850	two-seam	5	144	hit	double
Martinez, Ariel	マルティネス アリエル	CHU	2022-05-14	71850	straight	2	148	hit	double
Takahashi, Shuhei	高橋 周平	CHU	2022-05-14	71850	two-seam	3	143	hit	home-run
Neo, Akira	根尾 昂	CHU	2022-05-14	71850	slider	4	131	hit	single
Ishibashi, Kota	石橋 康太	CHU	2022-05-14	71850	two-seam	2	140	hit	double
Ishibashi, Kota	石橋 康太	CHU	2022-05-14	71850	slider	3	134	hit	single
Mizowaki, Hayato	溝脇 隼人	CHU	2022-05-14	71850	change-up	4	141	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-14	71850	straight	3	149	hit	single
Maru, Yoshihiro	丸 佳浩	YOM	2022-05-14	71850	straight	10	147	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-14	71850	cutter	2	136	hit	single
Walker, Adam	ウォーカー アダム	YOM	2022-05-14	71850	slider	2	136	hit	single
Kishida, Yukinori	岸田 行倫	YOM	2022-05-14	71850	straight	3	147	hit	single
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-14	71850	straight	4	148	hit	double
Polanco, Gregory	ポランコ グレゴリー	YOM	2022-05-14	71850	straight	5	148	hit	double
Nakata, Sho	中田 翔	YOM	2022-05-14	71850	slider	3	135	hit	home-run
Ohshiro, Takumi	大城 卓三	YOM	2022-05-14	71850	split-finger	1	135	hit	single
Nakayama, Raito	中山 礼都	YOM	2022-05-14	71850	split-finger	2	138	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-14	71851	straight	1	146	hit	single
Chikamoto, Koji	近本 光司	HAN	2022-05-14	71851	straight	6	146	hit	double
Chikamoto, Koji	近本 光司	HAN	2022-05-14	71851	curve	4	114	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-14	71851	fork	3	136	hit	double
Nakano, Takumu	中野 拓夢	HAN	2022-05-14	71851	fork	1	136	hit	home-run
Nakano, Takumu	中野 拓夢	HAN	2022-05-14	71851	straight	1	145	hit	single
Nakano, Takumu	中野 拓夢	HAN	2022-05-14	71851	shoot	4	139	hit	home-run
Marte, Jefry	マルテ ジェフリー	HAN	2022-05-14	71851	cutter	2	136	hit	double
Sato, Teruaki	佐藤 輝明	HAN	2022-05-14	71851	straight	3	145	hit	double
Sato, Teruaki	佐藤 輝明	HAN	2022-05-14	71851	cutter	2	132	hit	single
Sato, Teruaki	佐藤 輝明	HAN	2022-05-14	71851	straight	5	148	hit	single
Itoi, Yoshio	糸井 嘉男	HAN	2022-05-14	71851	straight	3	148	hit	single
Itohara, Kento	糸原 健斗	HAN	2022-05-14	71851	curve	3	105	hit	double
Kuwahara, Masayuki	桑原 将志	YOK	2022-05-14	71851	two-seam	9	143	hit	single
Kamizato, Kazuki	神里 和毅	YOK	2022-05-14	71851	straight	1	144	hit	double
Maki, Shugo	牧 秀悟	YOK	2022-05-14	71851	two-seam	2	143	hit	single
Maki, Shugo	牧 秀悟	YOK	2022-05-14	71851	curve	4	107	hit	double
Kuramoto, Toshihiko	倉本 寿彦	YOK	2022-05-14	71851	straight	2	143	hit	single
Shibata, Tatsuhiro	柴田 竜拓	YOK	2022-05-14	71851	two-seam	2	142	hit	single
Miyamoto, Shumei	宮本 秀明	YOK	2022-05-14	71851	two-seam	3	138	hit	triple
Tobashira, Yasutaka	戸柱 恭孝	YOK	2022-05-14	71851	slider	1	126	hit	single
Ota, Kengo	太田 賢吾	YAK	2022-05-14	71852	straight	1	149	hit	single
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-14	71852	straight	3	146	hit	single
Yamasaki, Kotaro	山崎 晃大朗	YAK	2022-05-14	71852	straight	4	140	hit	single
Yamada, Tetsuto	山田 哲人	YAK	2022-05-14	71852	straight	4	151	hit	home-run
Murakami, Munetaka	村上 宗隆	YAK	2022-05-14	71852	straight	4	150	hit	single
Murakami, Munetaka	村上 宗隆	YAK	2022-05-14	71852	straight	5	151	hit	home-run
Murakami, Munetaka	村上 宗隆	YAK	2022-05-14	71852	straight	2	154	hit	home-run
Nakamura, Yuhei	中村 悠平	YAK	2022-05-14	71852	straight	5	149	hit	single
Nakamura, Yuhei	中村 悠平	YAK	2022-05-14	71852	straight	5	153	hit	single
Aoki, Norichika	青木 宣親	YAK	2022-05-14	71852	straight	2	147	hit	single
Miyamoto, Takeshi	宮本 丈	YAK	2022-05-14	71852	straight	4	147	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-14	71852	straight	2	149	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-14	71852	straight	2	147	hit	single
Nagaoka, Hideki	長岡 秀樹	YAK	2022-05-14	71852	change-up	2	127	hit	single
McBroom, Ryan	マクブルーム ライアン	HIR	2022-05-14	71852	shoot	2	144	hit	single
Sakakura, Shogo	坂倉 将吾	HIR	2022-05-14	71852	shoot	3	153	hit	home-run
Kozono, Kaito	小園 海斗	HIR	2022-05-14	71852	shoot	4	143	hit	single
Kozono, Kaito	小園 海斗	HIR	2022-05-14	71852	straight	3	141	hit	triple
Kozono, Kaito	小園 海斗	HIR	2022-05-14	71852	shoot	1	151	hit	single
Nakamura, Kento	中村 健人	HIR	2022-05-14	71852	straight	8	145	hit	single
Nakamura, Kento	中村 健人	HIR	2022-05-14	71852	shoot	3	141	hit	single
Tanaka, Kosuke	田中 広輔	HIR	2022-05-14	71852	slider	4	125	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-15	71853	straight	9	148	hit	single
Okabayashi, Yuki	岡林 勇希	CHU	2022-05-15	71853	straight	1	147	hit	double
Mitsumata, Taiki	三ツ俣 大樹	CHU	2022-05-15	71853	slider	1	126	hit	double
Abe, Toshiki	阿部 寿樹	CHU	2022-05-15	71853	straight	2	142	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-15	71853	straight	2	141	hit	single
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-15	71853	straight	3	147	hit	home-run
Viciedo, Dayan	ビシエド ダヤン	CHU	2022-05-15	71853	cutter	4	137	hit	double
