Player	選手	Team	Date	Game	Pitch	Pitches	Velocity	ResultType	Result
Watanabe, Riku	渡邉 陸	SFT	2022-07-05	72622	cutter	3	139	hit	home-run
Nomura, Daiju	野村 大樹	SFT	2022-07-05	72622	straight	2	136	hit	single
Suzuki, Daichi	鈴木 大地	RAK	2022-07-05	72622	two-seam	3	143	hit	double
Ohta, Hikaru	太田 光	RAK	2022-07-05	72622	fork	3	134	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-05	72623	two-seam	1	NA	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-05	72623	curve	2	NA	hit	home-run
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-05	72623	cutter	2	NA	hit	single
Kamikawabata, Daigo	上川畑 大悟	NIP	2022-07-05	72623	straight	5	NA	hit	single
Ogino, Takashi	荻野 貴司	LOT	2022-07-05	72623	straight	2	NA	hit	single
Ogino, Takashi	荻野 貴司	LOT	2022-07-05	72623	slider	6	NA	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-07-05	72623	straight	1	NA	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-05	72623	change-up	2	NA	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-07-05	72623	straight	1	NA	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-07-05	72623	straight	3	NA	hit	home-run
Yamaguchi, Koki	山口 航輝	LOT	2022-07-05	72623	two-seam	5	NA	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-05	72624	change-up	2	122	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-05	72624	straight	1	142	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-05	72624	slider	4	131	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-05	72624	straight	7	145	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-05	72624	straight	2	141	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-05	72624	straight	8	157	hit	home-run
Tonosaki, Shuta	外崎 修汰	SEI	2022-07-05	72624	slider	3	125	hit	single
Nakamura, Takeya	中村 剛也	SEI	2022-07-05	72624	slider	2	128	hit	double
Nakamura, Takeya	中村 剛也	SEI	2022-07-05	72624	change-up	5	126	hit	double
Hiranuma, Shota	平沼 翔太	SEI	2022-07-05	72624	straight	9	144	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-07-05	72624	slider	1	126	hit	home-run
Takeda, Aito	武田 愛斗	SEI	2022-07-05	72624	change-up	2	121	hit	single
Takeda, Aito	武田 愛斗	SEI	2022-07-05	72624	two-seam	5	150	hit	home-run
Fukuda, Shuhei	福田 周平	ORX	2022-07-05	72624	nuckle-curve	7	121	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-07-05	72624	straight	1	142	hit	double
Adachi, Ryoichi	安達 了一	ORX	2022-07-05	72624	fork	3	132	hit	single
Adachi, Ryoichi	安達 了一	ORX	2022-07-05	72624	straight	4	NA	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-05	72624	cutter	7	142	hit	double
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-05	72624	straight	3	146	hit	double
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-05	72624	fork	3	139	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-05	72624	curve	3	114	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-05	72624	slider	3	132	hit	home-run
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-05	72624	slider	7	132	hit	single
Asama, Daiki	淺間 大基	NIP	2022-07-06	72625	straight	1	NA	hit	single
Asama, Daiki	淺間 大基	NIP	2022-07-06	72625	two-seam	4	NA	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-06	72625	straight	4	NA	hit	double
Kondoh, Kensuke	近藤 健介	NIP	2022-07-06	72625	slider	5	NA	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-06	72625	change-up	5	NA	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-07-06	72625	slider	3	NA	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-06	72625	straight	3	146	hit	home-run
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-06	72625	straight	1	NA	hit	double
Ogino, Takashi	荻野 貴司	LOT	2022-07-06	72625	straight	3	NA	hit	double
Nakamura, Shogo	中村 奨吾	LOT	2022-07-06	72625	straight	7	NA	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-06	72625	straight	3	NA	hit	double
Yamaguchi, Koki	山口 航輝	LOT	2022-07-06	72625	shoot	2	NA	hit	home-run
Yamaguchi, Koki	山口 航輝	LOT	2022-07-06	72625	slider	4	NA	hit	double
Hiranuma, Shota	平沼 翔太	SEI	2022-07-06	72626	straight	4	156	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-06	72626	straight	2	149	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-06	72626	straight	1	146	hit	triple
Mori, Tomoya	森 友哉	SEI	2022-07-06	72626	nuckle-curve	5	NA	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-06	72626	fork	5	135	hit	single
Yamakawa, Hotaka	山川 穂高	SEI	2022-07-06	72626	fork	11	NA	hit	home-run
Nakamura, Takeya	中村 剛也	SEI	2022-07-06	72626	straight	2	151	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-07-06	72626	two-seam	4	150	hit	single
Kawagoe, Seiji	川越 誠司	SEI	2022-07-06	72626	split-finger	3	136	hit	single
Kumashiro, Masato	熊代 聖人	SEI	2022-07-06	72626	straight	4	143	hit	single
Takeda, Aito	武田 愛斗	SEI	2022-07-06	72626	straight	3	155	hit	single
Takeda, Aito	武田 愛斗	SEI	2022-07-06	72626	two-seam	5	153	hit	single
Takeda, Aito	武田 愛斗	SEI	2022-07-06	72626	fork	3	129	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-06	72626	straight	1	139	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-07-06	72626	slider	5	135	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-06	72626	straight	4	156	hit	triple
Nakagawa, Keita	中川 圭太	ORX	2022-07-06	72626	straight	7	148	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-06	72626	fork	2	142	hit	home-run
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-06	72626	change-up	3	126	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-06	72626	slider	3	128	hit	home-run
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-07-06	72626	fork	8	137	hit	single
Ohshiro, Koji	大城 滉二	ORX	2022-07-06	72626	straight	6	144	hit	double
Tongu, Yuma	頓宮 裕真	ORX	2022-07-06	72626	slider	8	131	hit	double
Tongu, Yuma	頓宮 裕真	ORX	2022-07-06	72626	slider	1	129	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-07-07	72627	fork	3	136	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-07	72627	slider	3	132	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-07-07	72627	straight	2	144	hit	double
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-07	72627	slider	3	132	hit	single
Imamiya, Kenta	今宮 健太	SFT	2022-07-07	72627	fork	6	133	hit	single
Watanabe, Riku	渡邉 陸	SFT	2022-07-07	72627	cutter	5	136	hit	single
Nishikawa, Haruki	西川 遥輝	RAK	2022-07-07	72627	sinker	3	137	hit	double
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-07	72627	straight	1	148	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-07	72627	sinker	5	140	hit	double
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-07	72627	straight	1	138	hit	single
Okajima, Takero	岡島 豪郎	RAK	2022-07-07	72627	cutter	3	128	hit	double
Okajima, Takero	岡島 豪郎	RAK	2022-07-07	72627	straight	4	146	hit	single
Sumitani, Ginjiro	炭谷 銀仁朗	RAK	2022-07-07	72627	change-up	3	118	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-07	72628	nuckle-curve	5	123	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-07-07	72628	straight	6	150	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-07-07	72628	straight	1	148	hit	single
Takeda, Aito	武田 愛斗	SEI	2022-07-07	72628	two-seam	6	149	hit	home-run
Noguchi, Tomoya	野口 智哉	ORX	2022-07-07	72628	straight	4	149	hit	double
Noguchi, Tomoya	野口 智哉	ORX	2022-07-07	72628	straight	6	153	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-07	72628	straight	2	149	hit	single
Adachi, Ryoichi	安達 了一	ORX	2022-07-07	72628	straight	2	149	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-07	72628	straight	3	150	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-07	72628	straight	1	148	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-07-07	72628	straight	5	144	hit	single
Hiranuma, Shota	平沼 翔太	SEI	2022-07-08	72629	change-up	4	134	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-08	72629	fork	2	138	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-08	72629	slider	3	130	hit	single
Mori, Tomoya	森 友哉	SEI	2022-07-08	72629	curve	1	120	hit	double
Mori, Tomoya	森 友哉	SEI	2022-07-08	72629	fork	6	132	hit	double
Yamakawa, Hotaka	山川 穂高	SEI	2022-07-08	72629	change-up	5	133	hit	single
Yamakawa, Hotaka	山川 穂高	SEI	2022-07-08	72629	fork	4	133	hit	home-run
Tonosaki, Shuta	外崎 修汰	SEI	2022-07-08	72629	change-up	9	135	hit	single
Tonosaki, Shuta	外崎 修汰	SEI	2022-07-08	72629	straight	5	149	hit	single
Nakamura, Takeya	中村 剛也	SEI	2022-07-08	72629	cutter	2	136	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-07-08	72629	straight	7	145	hit	home-run
O'Grady, Brian	オグレディ ブライアン	SEI	2022-07-08	72629	straight	5	150	hit	home-run
Kumashiro, Masato	熊代 聖人	SEI	2022-07-08	72629	slider	4	132	hit	single
Nishikawa, Haruki	西川 遥輝	RAK	2022-07-08	72629	straight	3	146	hit	single
Nishikawa, Haruki	西川 遥輝	RAK	2022-07-08	72629	straight	6	149	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-07-08	72629	straight	4	146	hit	single
Asamura, Hideto	浅村 栄斗	RAK	2022-07-08	72629	cutter	5	140	hit	home-run
Mogi, Eigoro	茂木 栄五郎	RAK	2022-07-08	72629	straight	2	145	hit	single
Mogi, Eigoro	茂木 栄五郎	RAK	2022-07-08	72629	fork	8	128	hit	double
Okajima, Takero	岡島 豪郎	RAK	2022-07-08	72629	shoot	2	144	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-07-08	72630	slider	3	134	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-07-08	72630	slider	4	135	hit	double
Nakamura, Shogo	中村 奨吾	LOT	2022-07-08	72630	straight	3	141	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-08	72630	slider	4	NA	hit	single
Kakunaka, Katsuya	角中 勝也	LOT	2022-07-08	72630	straight	2	140	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-07-08	72630	slider	3	135	hit	single
Yamaguchi, Koki	山口 航輝	LOT	2022-07-08	72630	straight	2	145	hit	double
Nakagawa, Keita	中川 圭太	ORX	2022-07-08	72630	straight	4	143	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-08	72630	straight	4	143	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-08	72630	straight	5	145	hit	single
Yoshida, Masataka	吉田 正尚	ORX	2022-07-08	72630	straight	2	138	hit	single
Okada, Takahiro	岡田 貴弘	ORX	2022-07-08	72630	straight	2	155	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-07-08	72631	two-seam	7	151	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-07-08	72631	straight	5	NA	hit	single
Nunez, Renato	ヌニエス レナート	NIP	2022-07-08	72631	slider	2	130	hit	double
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-08	72631	two-seam	3	150	hit	double
Ishii, Kazunari	石井 一成	NIP	2022-07-08	72631	change-up	3	141	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-07-08	72631	straight	1	145	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-07-08	72631	slider	3	128	hit	home-run
Yachi, Ryota	谷内 亮太	NIP	2022-07-08	72631	cutter	7	143	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-08	72631	slider	5	128	hit	single
Miyata, Hokuto	宮田 輝星	NIP	2022-07-08	72631	cutter	4	142	hit	single
Kimura, Fumikazu	木村 文紀	NIP	2022-07-08	72631	change-up	2	NA	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-07-08	72631	fork	7	142	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-08	72631	fork	4	138	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-08	72631	straight	2	149	hit	triple
Makihara, Taisei	牧原 大成	SFT	2022-07-08	72631	straight	4	NA	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-08	72631	straight	2	148	hit	double
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-08	72631	straight	2	147	hit	double
Nakamura, Akira	中村 晃	SFT	2022-07-08	72631	change-up	8	138	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-09	72632	straight	3	136	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-09	72632	straight	6	134	hit	triple
Genda, Sosuke	源田 壮亮	SEI	2022-07-09	72632	fork	2	133	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-09	72632	cutter	5	133	hit	triple
Witte, Jansen	ウィティ ジャンセン	SEI	2022-07-09	72632	change-up	1	122	hit	home-run
Yamakawa, Hotaka	山川 穂高	SEI	2022-07-09	72632	change-up	3	111	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-07-09	72632	slider	5	133	hit	single
Takagi, Wataru	高木 渉	SEI	2022-07-09	72632	slider	3	120	hit	single
Koga, Yuto	古賀 悠斗	SEI	2022-07-09	72632	fork	7	141	hit	single
Hasegawa, Shinya	長谷川 信哉	SEI	2022-07-09	72632	change-up	4	NA	hit	single
Hasegawa, Shinya	長谷川 信哉	SEI	2022-07-09	72632	straight	2	148	hit	single
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-09	72632	nuckle-curve	1	122	hit	triple
Asamura, Hideto	浅村 栄斗	RAK	2022-07-09	72632	straight	4	153	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-09	72632	two-seam	2	145	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-09	72632	straight	3	141	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-09	72632	cutter	2	143	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-09	72632	fork	5	132	hit	single
Akaminai, Ginji	赤見内 銀次	RAK	2022-07-09	72632	slider	5	133	hit	single
Yamasaki, Tsuyoshi	山﨑 剛	RAK	2022-07-09	72632	shoot	1	144	hit	single
Yamasaki, Tsuyoshi	山﨑 剛	RAK	2022-07-09	72632	curve	2	122	hit	triple
Ogino, Takashi	荻野 貴司	LOT	2022-07-09	72633	slider	2	140	hit	single
Takabe, Akito	髙部 瑛斗	LOT	2022-07-09	72633	straight	4	157	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-07-09	72633	straight	4	155	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-07-09	72633	slider	6	140	hit	single
Inoue, Seiya	井上 晴哉	LOT	2022-07-09	72633	straight	5	150	hit	single
Inoue, Seiya	井上 晴哉	LOT	2022-07-09	72633	straight	2	150	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-07-09	72633	fork	1	147	hit	single
Fukuda, Shuhei	福田 周平	ORX	2022-07-09	72633	cutter	4	132	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-09	72633	change-up	2	134	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-09	72633	straight	4	145	hit	triple
Yoshida, Masataka	吉田 正尚	ORX	2022-07-09	72633	straight	1	146	hit	double
Yoshida, Masataka	吉田 正尚	ORX	2022-07-09	72633	cutter	3	137	hit	double
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-09	72633	straight	3	146	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-09	72633	straight	1	159	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-07-09	72633	cutter	1	134	hit	single
Ohshiro, Koji	大城 滉二	ORX	2022-07-09	72633	straight	6	150	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-09	72634	straight	1	147	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-09	72634	slider	6	134	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-09	72634	straight	5	147	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-09	72634	straight	2	149	hit	single
Kamikawabata, Daigo	上川畑 大悟	NIP	2022-07-09	72634	straight	2	144	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-07-09	72634	straight	3	151	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-09	72634	straight	2	149	hit	home-run
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-09	72634	cutter	3	139	hit	double
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-09	72634	straight	5	151	hit	home-run
Nunez, Renato	ヌニエス レナート	NIP	2022-07-09	72634	sinker	4	143	hit	home-run
Asama, Daiki	淺間 大基	NIP	2022-07-09	72634	straight	3	148	hit	double
Mimori, Masaki	三森 大貴	SFT	2022-07-09	72634	cutter	2	139	hit	double
Mimori, Masaki	三森 大貴	SFT	2022-07-09	72634	split-finger	3	131	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-09	72634	straight	3	149	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-09	72634	straight	5	147	hit	single
Kawase, Hikaru	川瀬 晃	SFT	2022-07-09	72634	slider	5	130	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-10	72636	straight	4	149	hit	single
Inoue, Seiya	井上 晴哉	LOT	2022-07-10	72636	fork	2	138	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-07-10	72636	slider	4	133	hit	single
Laird, Brandon	レアード ブランドン	LOT	2022-07-10	72636	straight	1	150	hit	single
Kakunaka, Katsuya	角中 勝也	LOT	2022-07-10	72636	fork	4	143	hit	single
Oka, Hiromi	岡 大海	LOT	2022-07-10	72636	fork	4	139	hit	double
Ishioka, Ryota	石岡 諒太	ORX	2022-07-10	72636	slider	4	135	hit	double
Ishioka, Ryota	石岡 諒太	ORX	2022-07-10	72636	straight	6	146	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-07-10	72636	fork	1	138	hit	double
Mune, Yuma	宗 佑磨	ORX	2022-07-10	72636	fork	4	NA	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-10	72636	straight	7	144	hit	double
Nakagawa, Keita	中川 圭太	ORX	2022-07-10	72636	cutter	2	141	hit	single
Nakagawa, Keita	中川 圭太	ORX	2022-07-10	72636	straight	3	148	hit	double
Nakagawa, Keita	中川 圭太	ORX	2022-07-10	72636	curve	2	118	hit	home-run
Yoshida, Masataka	吉田 正尚	ORX	2022-07-10	72636	cutter	4	141	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-10	72636	cutter	1	144	hit	single
Sugimoto, Yutaro	杉本 裕太郎	ORX	2022-07-10	72636	straight	6	150	hit	double
Oda, Yuya	小田 裕也	ORX	2022-07-10	72636	straight	2	150	hit	home-run
Adachi, Ryoichi	安達 了一	ORX	2022-07-10	72636	fork	4	138	hit	single
Adachi, Ryoichi	安達 了一	ORX	2022-07-10	72636	slider	5	125	hit	single
Wakatsuki, Kenya	若月 健矢	ORX	2022-07-10	72636	curve	1	126	hit	double
Wakatsuki, Kenya	若月 健矢	ORX	2022-07-10	72636	slider	1	123	hit	single
Matsumoto, Goh	松本 剛	NIP	2022-07-10	72637	fork	2	134	hit	single
Kondoh, Kensuke	近藤 健介	NIP	2022-07-10	72637	fork	4	139	hit	single
Nomura, Yuki	野村 佑希	NIP	2022-07-10	72637	curve	5	126	hit	single
Kiyomiya, Kotaro	清宮 幸太郎	NIP	2022-07-10	72637	straight	1	145	hit	double
Sugiya, Kenshi	杉谷 拳士	NIP	2022-07-10	72637	cutter	3	140	hit	single
Ishii, Kazunari	石井 一成	NIP	2022-07-10	72637	nuckle-curve	3	120	hit	single
Sakaguchi, Uta	阪口 樂	NIP	2022-07-10	72637	straight	5	146	hit	single
Mimori, Masaki	三森 大貴	SFT	2022-07-10	72637	curve	7	120	hit	single
Shutoh, Ukyo	周東 佑京	SFT	2022-07-10	72637	two-seam	3	155	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-10	72637	straight	1	144	hit	single
Makihara, Taisei	牧原 大成	SFT	2022-07-10	72637	straight	4	145	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-07-10	72637	change-up	6	127	hit	single
Masaki, Tomoya	正木 智也	SFT	2022-07-10	72637	straight	3	148	hit	double
Umino, Takashi	海野 隆司	SFT	2022-07-10	72637	fork	4	136	hit	single
Ogino, Takashi	荻野 貴司	LOT	2022-07-12	72638	straight	3	144	hit	double
Ogino, Takashi	荻野 貴司	LOT	2022-07-12	72638	straight	5	148	hit	single
Nakamura, Shogo	中村 奨吾	LOT	2022-07-12	72638	fork	4	132	hit	home-run
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-12	72638	straight	5	145	hit	single
Yasuda, Hisanori	安田 尚憲	LOT	2022-07-12	72638	straight	1	147	hit	single
Sugano, Tsuyoshi	菅野 剛士	LOT	2022-07-12	72638	curve	3	132	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-07-12	72638	straight	6	148	hit	single
Satoh, Toshiya	佐藤 都志也	LOT	2022-07-12	72638	straight	4	147	hit	single
Fujioka, Yudai	藤岡 裕大	LOT	2022-07-12	72638	straight	5	141	hit	single
Fujioka, Yudai	藤岡 裕大	LOT	2022-07-12	72638	fork	2	135	hit	double
Hasegawa, Shinya	長谷川 信哉	SEI	2022-07-12	72638	change-up	1	132	hit	double
Genda, Sosuke	源田 壮亮	SEI	2022-07-12	72638	curve	1	113	hit	single
Genda, Sosuke	源田 壮亮	SEI	2022-07-12	72638	cutter	3	132	hit	single
O'Grady, Brian	オグレディ ブライアン	SEI	2022-07-12	72638	two-seam	2	140	hit	single
Takeda, Aito	武田 愛斗	SEI	2022-07-12	72638	straight	1	149	hit	home-run
Ishioka, Ryota	石岡 諒太	ORX	2022-07-12	72639	straight	2	150	hit	single
Ishioka, Ryota	石岡 諒太	ORX	2022-07-12	72639	fork	6	135	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-07-12	72639	straight	3	NA	hit	single
Mune, Yuma	宗 佑磨	ORX	2022-07-12	72639	fork	1	NA	hit	single
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-12	72639	straight	2	147	hit	single
McCarthy, Joe	マッカーシー ジョー	ORX	2022-07-12	72639	split-finger	4	NA	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-07-12	72639	straight	4	149	hit	home-run
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-07-12	72639	fork	2	NA	hit	single
Kurebayashi, Kotaro	紅林 弘太郎	ORX	2022-07-12	72639	fork	2	NA	hit	triple
Tongu, Yuma	頓宮 裕真	ORX	2022-07-12	72639	straight	2	NA	hit	double
Shutoh, Ukyo	周東 佑京	SFT	2022-07-12	72639	slider	3	NA	hit	single
Imamiya, Kenta	今宮 健太	SFT	2022-07-12	72639	change-up	2	NA	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-12	72639	straight	1	152	hit	single
Yanagita, Yuki	柳田 悠岐	SFT	2022-07-12	72639	split-finger	1	NA	hit	single
Yanagimachi, Tatsuru	柳町 達	SFT	2022-07-12	72639	split-finger	1	135	hit	single
Nomura, Daiju	野村 大樹	SFT	2022-07-12	72639	straight	6	149	hit	single
Watanabe, Riku	渡邉 陸	SFT	2022-07-12	72639	split-finger	5	136	hit	single
Sunagawa, Richard	砂川 リチャード	SFT	2022-07-12	72639	two-seam	2	NA	hit	home-run
Kobukata, Hiroto	小深田 大翔	RAK	2022-07-13	72640	straight	2	138	hit	single
Shimauchi, Hiroaki	島内 宏明	RAK	2022-07-13	72640	two-seam	4	147	hit	single
Mogi, Eigoro	茂木 栄五郎	RAK	2022-07-13	72640	change-up	5	135	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-07-13	72640	cutter	1	NA	hit	single
Tatsumi, Ryosuke	辰己 涼介	RAK	2022-07-13	72640	change-up	1	138	hit	double
Ohta, Hikaru	太田 光	RAK	2022-07-13	72640	two-seam	3	NA	hit	single
Ohta, Hikaru	太田 光	RAK	2022-07-13	72640	two-seam	2	147	hit	single
Ohta, Hikaru	太田 光	RAK	2022-07-13	72640	straight	5	143	hit	double
